"titles","imdb_rate","filmweb_rate","genre","mean_act_rate","dir.rate","filmweb_votes","imdb_votes","directors","star1","star2","star3","star4","filmweb_rate_01","imdb_rate_01"
"500 Dni Miłości",7.7,7.03,"Comedy",7.37823922171637,6.86,141909,460317,"Marc Webb","Zooey Deschanel","Joseph Gordon-Levitt","Geoffrey Arend","Chloë Grace Moretz",0.703,0.77
"Harry Potter I Insygnia Śmierci: Część I",7.7,7.45,"Adventure",7.96801096006244,7.07,302392,456757,"David Yates","Daniel Radcliffe","Emma Watson","Rupert Grint","Bill Nighy",0.745,0.77
"Ponyo",7.7,6.81,"Animation",8.08221058714865,8.06,13894,117294,"Hayao Miyazaki","Cate Blanchett","Matt Damon","Liam Neeson","Tomoko Yamaguchi",0.681,0.77
"Frost/Nixon",7.7,6.89,"Biography",7.66900959252661,7.64,42837,100169,"Ron Howard","Frank Langella","Michael Sheen","Kevin Bacon","Sam Rockwell",0.689,0.77
"Oszukana",7.7,7.68,"Biography",7.30841171179565,8.59,176879,230831,"Clint Eastwood","Angelina Jolie","Colm Feore","Amy Ryan","Gattlin Griffith",0.768,0.77
"Dziewczyna I Chłopak - Wszystko Na Opak",7.7,7.11,"Comedy",7.11806163480073,7.13,38963,78770,"Rob Reiner","Madeline Carroll","Callan McAuliffe","Rebecca De Mornay","Anthony Edwards",0.711,0.77
"Ex Machina",7.7,7.23,"Drama",7.51704617124947,7.28,179290,455964,"Alex Garland","Alicia Vikander","Domhnall Gleeson","Oscar Isaac","Sonoya Mizuno",0.723,0.77
"Tuż Po Weselu",7.7,6.81,"Drama",7.18054727025679,6.96,11664,30922,"Susanne Bier","Mads Mikkelsen","Sidse Babett Knudsen","Rolf Lassgård","Neeral Mulchandani",0.681,0.77
"Ostatni Król Szkocji",7.7,7.43,"Biography",7.74891351963297,7.3,82123,171561,"Kevin Macdonald","James McAvoy","Forest Whitaker","Gillian Anderson","Kerry Washington",0.743,0.77
"Zodiak",7.7,7.14,"Crime",8.08076965931606,8.68,185322,433130,"David Fincher","Jake Gyllenhaal","Robert Downey Jr.","Mark Ruffalo","Anthony Edwards",0.714,0.77
"Zabójczy Numer",7.7,7.43,"Crime",7.8603685912028,7.07,81670,295423,"Paul McGuigan","Josh Hartnett","Ben Kingsley","Morgan Freeman","Lucy Liu",0.743,0.77
"Boże Narodzenie",7.7,6.43,"Drama",7.13946992608867,6.98,4067,26940,"Christian Carion","Diane Kruger","Benno Fürmann","Guillaume Canet","Natalie Dessay",0.643,0.77
"Control",7.7,7.45,"Biography",7.16381416799747,7.59,40740,60200,"Anton Corbijn","Sam Riley","Samantha Morton","Craig Parkinson","Alexandra Maria Lara",0.745,0.77
"Zaplątani",7.7,7.53,"Animation",7.24553607628022,7.46,208824,391736,"Nathan Greno","Mandy Moore","Zachary Levi","Donna Murphy","Ron Perlman",0.753,0.77
"Czarna Księga",7.7,6.71,"Drama",7.2708717249545,7.84,10339,70995,"Paul Verhoeven","Carice van Houten","Sebastian Koch","Thom Hoffman","Halina Reijn",0.671,0.77
"Tajemnica Brokeback Mountain",7.7,7.23,"Drama",7.90277757681552,7.87,181225,314012,"Ang Lee","Jake Gyllenhaal","Heath Ledger","Michelle Williams","Randy Quaid",0.723,0.77
"3:10 Do Yumy",7.7,7.2,"Western",7.5713922721323,7.68,61211,281065,"James Mangold","Russell Crowe","Christian Bale","Ben Foster","Logan Lerman",0.72,0.77
"Kung Fu Szal",7.7,6.72,"Action",6.89882026370576,6.9,18670,123112,"Stephen Chow","Stephen Chow","Wah Yuen","Qiu Yuen","Siu-Lung Leung",0.672,0.77
"Krucjata Bourne'a",7.7,7.5,"Action",7.41255233488396,7.85,150558,423733,"Paul Greengrass","Matt Damon","Franka Potente","Joan Allen","Brian Cox",0.75,0.77
"Mechanik",7.7,7.49,"Drama",7.05626683153896,7.21,130756,347306,"Brad Anderson","Christian Bale","Jennifer Jason Leigh","Aitana Sánchez-Gijón","John Sharian",0.749,0.77
"Ray",7.7,7.59,"Biography",7.27696027779722,7.81,51433,134614,"Taylor Hackford","Jamie Foxx","Regina King","Kerry Washington","Clifton Powell",0.759,0.77
"Między Słowami",7.7,7.32,"Comedy",7.57753411367954,7.91,155190,396882,"Sofia Coppola","Bill Murray","Scarlett Johansson","Giovanni Ribisi","Anna Faris",0.732,0.77
"Harry Potter I Czara Ognia",7.7,7.56,"Adventure",7.6651891120523,7.3,386861,523490,"Mike Newell","Daniel Radcliffe","Emma Watson","Rupert Grint","Eric Sykes",0.756,0.77
"Człowiek W Ogniu",7.7,7.8,"Action",7.72870968898483,7.85,179317,320980,"Tony Scott","Denzel Washington","Christopher Walken","Dakota Fanning","Radha Mitchell",0.78,0.77
"Koralina I Tajemnicze Drzwi",7.7,7.28,"Animation",7.47952784589686,7.96,58453,188347,"Henry Selick","Dakota Fanning","Teri Hatcher","John Hodgman","Jennifer Saunders",0.728,0.77
"Ostatni Samuraj",7.7,7.64,"Drama",7.43319606545702,7.79,266898,387927,"Edward Zwick","Tom Cruise","Ken Watanabe","Billy Connolly","William Atherton",0.764,0.77
"Siostry Magdalenki",7.7,7.03,"Drama",6.93891265452824,7.19,18296,25390,"Peter Mullan","Eileen Walsh","Dorothy Duffy","Nora-Jane Noone","Anne-Marie Duff",0.703,0.77
"Marzyciel",7.7,7.12,"Biography",7.79437794608161,7.68,61066,195308,"Marc Forster","Johnny Depp","Kate Winslet","Julie Christie","Radha Mitchell",0.712,0.77
"Good Bye Lenin!",7.7,7.21,"Comedy",7.11417372202378,7.55,64682,134582,"Wolfgang Becker","Daniel Brühl","Katrin Saß","Chulpan Khamatova","Florian Lukas",0.721,0.77
"Nasza Ameryka",7.7,6.23,"Drama",7.20996352404591,7.83,2099,39818,"Jim Sheridan","Paddy Considine","Samantha Morton","Djimon Hounsou","Sarah Bolger",0.623,0.77
"Sam",7.7,7.61,"Drama",7.70431920746862,7.14,85357,140273,"Jessie Nelson","Sean Penn","Michelle Pfeiffer","Dakota Fanning","Dianne Wiest",0.761,0.77
"Adaptacja",7.7,6.51,"Comedy",7.7587154837373,8.02,17798,172109,"Spike Jonze","Nicolas Cage","Meryl Streep","Chris Cooper","Tilda Swinton",0.651,0.77
"Helikopter W Ogniu",7.7,7.74,"War",7.72743830153204,7.93,300997,355145,"Ridley Scott","Josh Hartnett","Ewan McGregor","Tom Sizemore","Eric Bana",0.774,0.77
"Droga Do Zatracenia",7.7,7.25,"Crime",7.87461110051914,8.14,49073,240374,"Sam Mendes","Tom Hanks","Tyler Hoechlin","Rob Maxey","Liam Aiken",0.725,0.77
"Eksperyment",7.7,7.12,"Drama",6.8863042743355,7.37,39562,89510,"Oliver Hirschbiegel","Moritz Bleibtreu","Christian Berkel","Oliver Stokowski","Wotan Wilke Möhring",0.712,0.77
"Billy Elliot",7.7,7.49,"Drama",7.53166586027416,7.94,137451,122421,"Stephen Daldry","Jamie Bell","Julie Walters","Jean Heywood","Jamie Draven",0.749,0.77
"Ocean's Eleven: Ryzykowna Gra",7.7,7.53,"Crime",7.99597160616028,7.35,216426,499077,"Steven Soderbergh","George Clooney","Brad Pitt","Julia Roberts","Matt Damon",0.753,0.77
"Vampire Hunter D: Zadza Krwi",7.7,7.06,"Animation",7.07421777221527,7.27,16631,28236,"Yoshiaki Kawajiri","Andrew Philpot","John Rafter Lee","Pamela Adlon","Wendee Lee",0.706,0.77
"Bracie, Gdzie Jesteś?",7.7,6.95,"Adventure",7.36788669902937,8.05,27554,276138,"Joel Coen","George Clooney","John Turturro","Tim Blake Nelson","John Goodman",0.695,0.77
"Ale Jazda!",7.7,6.85,"Adventure",7.8908921679942,7.85,15291,29038,"Bob Gale","James Marsden","Gary Oldman","Kurt Russell","Matthew Edison",0.685,0.77
"Happiness",7.7,6.71,"Comedy",7.03023578014345,7.43,7908,64824,"Todd Solondz","Jane Adams","Jon Lovitz","Philip Seymour Hoffman","Dylan Baker",0.671,0.77
"Dzień Próby",7.7,7.46,"Crime",7.70506651789344,7.54,105301,376696,"Antoine Fuqua","Denzel Washington","Ethan Hawke","Scott Glenn","Tom Berenger",0.746,0.77
"Rushmore",7.7,6.81,"Comedy",7.16552135134507,8.65,13753,164206,"Wes Anderson","Jason Schwartzman","Bill Murray","Olivia Williams","Seymour Cassel",0.681,0.77
"Być Jak John Malkovich",7.7,7.1,"Comedy",7.48136643221854,8.02,53488,300195,"Spike Jonze","John Cusack","Cameron Diaz","Catherine Keener","John Malkovich",0.71,0.77
"Lepiej Być Nie Może",7.7,7.37,"Comedy",7.78812161029779,7.54,108628,267397,"James L. Brooks","Jack Nicholson","Helen Hunt","Greg Kinnear","Cuba Gooding Jr.",0.737,0.77
"Piąty Element",7.7,7.35,"Action",7.87928771669135,7.2,300305,421505,"Luc Besson","Bruce Willis","Milla Jovovich","Gary Oldman","Ian Holm",0.735,0.77
"Donnie Brasco",7.7,7.66,"Biography",7.75011539299059,7.3,122556,267991,"Mike Newell","Al Pacino","Johnny Depp","Michael Madsen","Bruno Kirby",0.766,0.77
"Blask",7.7,6.96,"Biography",7.77560335551652,7.04,10213,50173,"Scott Hicks","Geoffrey Rush","Armin Mueller-Stahl","Justin Braine","Sonia Todd",0.696,0.77
"Lęk Pierwotny",7.7,7.75,"Crime",7.64078801003479,7.56,115379,177152,"Gregory Hoblit","Richard Gere","Laura Linney","Edward Norton","John Mahoney",0.775,0.77
"Hamlet",7.7,7.05,"Drama",7.57306388298118,7.54,8549,35292,"Kenneth Branagh","Kenneth Branagh","Julie Christie","Derek Jacobi","Kate Winslet",0.705,0.77
"Mała Księżniczka",7.7,6.43,"Drama",7.7045197740113,8.15,4379,31083,"Alfonso Cuarón","Liesel Matthews","Eleanor Bron","Liam Cunningham","Rusty Schwimmer",0.643,0.77
"Listonosz",7.7,6.24,"Biography",7.2021420518602,7.19,1541,32397,"Michael Radford","Massimo Troisi","Philippe Noiret","Maria Grazia Cucinotta","Renato Scarpa",0.624,0.77
"Clerks: Sprzedawcy",7.7,6.85,"Comedy",6.9192256283172,7.21,34567,208044,"Kevin Smith","Brian O'Halloran","Jeff Anderson","Marilyn Ghigliotti","Lisa Spoonauer",0.685,0.77
"Na Skróty",7.7,6.49,"Comedy",7.44955309492754,7.57,4421,41209,"Robert Altman","Andie MacDowell","Julianne Moore","Tim Robbins","Bruce Davison",0.649,0.77
"Filadelfia",7.7,7.83,"Drama",8.53917346713694,8.3,279234,217145,"Jonathan Demme","Tom Hanks","Denzel Washington","Roberta Maxwell","Buzz Kilman",0.783,0.77
"Opowieść Wigilijna Muppetów",7.7,6.21,"Comedy",7.98574871895588,6.81,2149,46065,"Brian Henson","Michael Caine","Dave Goelz","The Great Gonzo","Steve Whitmire",0.621,0.77
"Malcolm X",7.7,6.69,"Biography",7.55654319373887,7.69,9825,80797,"Spike Lee","Denzel Washington","Angela Bassett","Delroy Lindo","Spike Lee",0.669,0.77
"Ostatni Mohikanin",7.7,7.45,"Adventure",7.4416681120827,8.09,94798,143871,"Michael Mann","Daniel Day-Lewis","Madeleine Stowe","Russell Means","Eric Schweig",0.745,0.77
"Glengarry Glen Ross",7.7,6.65,"Crime",7.91668818416206,6.53,11879,92728,"James Foley","Al Pacino","Jack Lemmon","Alec Baldwin","Alan Arkin",0.665,0.77
"Ludzie Honoru",7.7,7.25,"Drama",7.96941534086452,7.13,49769,226425,"Rob Reiner","Tom Cruise","Jack Nicholson","Demi Moore","Kevin Bacon",0.725,0.77
"Smażone Zielone Pomidory",7.7,7.36,"Drama",7.40841393215216,6.98,40297,64648,"Jon Avnet","Kathy Bates","Jessica Tandy","Mary Stuart Masterson","Mary-Louise Parker",0.736,0.77
"Chłopaki Z Sąsiedztwa",7.7,7.01,"Crime",7.45261939962333,7.05,20801,119653,"John Singleton","Cuba Gooding Jr.","Laurence Fishburne","Hudhail Al-Amir","Lloyd Avery II",0.701,0.77
"Barton Fink",7.7,7.14,"Comedy",7.44138897859586,8.05,24898,109577,"Joel Coen","John Turturro","John Goodman","Judy Davis","Michael Lerner",0.714,0.77
"Kto Wrobił Królika Rogera?",7.7,6.8,"Animation",7.3128034012264,8.21,26557,176710,"Robert Zemeckis","Bob Hoskins","Christopher Lloyd","Joanna Cassidy","Charles Fleischer",0.68,0.77
"Ostatni Cesarz",7.7,6.9,"Biography",7.27475484280862,7.66,22590,90604,"Bernardo Bertolucci","John Lone","Joan Chen","Peter O'Toole","Ruocheng Ying",0.69,0.77
"Imperium Słońca",7.7,7.62,"Action",7.20642516160392,8.11,91314,111730,"Steven Spielberg","Christian Bale","John Malkovich","Miranda Richardson","Nigel Havers",0.762,0.77
"Imię Róży",7.7,7.6,"Crime",7.40214586605066,7.93,168609,98509,"Jean-Jacques Annaud","Sean Connery","Christian Slater","Helmut Qualtinger","Elya Baskin",0.76,0.77
"Purpurowa Róża Z Kairu",7.7,6.71,"Comedy",7.33936528465419,7.49,11918,45571,"Woody Allen","Mia Farrow","Jeff Daniels","Danny Aiello","Irving Metzman",0.671,0.77
"Po Godzinach",7.7,6.65,"Comedy",7.01375792370068,8.59,8569,55408,"Martin Scorsese","Griffin Dunne","Rosanna Arquette","Verna Bloom","Tommy Chong",0.665,0.77
"Zelig",7.7,7.2,"Comedy",7.42320406865861,7.49,20132,38810,"Woody Allen","Woody Allen","Mia Farrow","Patrick Horgan","John Buckwalter",0.72,0.77
"Werdykt",7.7,6.5,"Drama",7.52044373483437,8.23,5033,34394,"Sidney Lumet","Paul Newman","Charlotte Rampling","Jack Warden","James Mason",0.65,0.77
"Rambo: Pierwsza Krew",7.7,7.21,"Action",7.28317907310355,7.64,135830,218825,"Ted Kotcheff","Sylvester Stallone","Brian Dennehy","Richard Crenna","Bill McKinney",0.721,0.77
"Czy Leci Z Nami Pilot?",7.7,6.81,"Comedy",7.21329088545524,7.33,42746,204012,"Jim Abrahams","Robert Hays","Julie Hagerty","Leslie Nielsen","Kareem Abdul-Jabbar",0.681,0.77
"Lokator",7.7,7.47,"Drama",7.13481185792437,8.3,33032,37693,"Roman Polanski","Roman Polanski","Isabelle Adjani","Melvyn Douglas","Jo Van Fleet",0.747,0.77
"Miłość I Śmierć",7.7,7.05,"Comedy",7.65736187678564,7.49,13842,34823,"Woody Allen","Woody Allen","Diane Keaton","Georges Adet","Frank Adu",0.705,0.77
"Płonące Siodła",7.7,6.63,"Comedy",6.98817788968022,7.25,10975,121849,"Mel Brooks","Cleavon Little","Gene Wilder","Slim Pickens","Harvey Korman",0.663,0.77
"Serpico",7.7,7.19,"Biography",7.73418484427105,8.23,23077,104680,"Sidney Lumet","Al Pacino","John Randolph","Jack Kehoe","Biff McGuire",0.719,0.77
"Wejście Smoka",7.7,7.44,"Action",7.13096683216359,7.18,87207,93179,"Robert Clouse","Bruce Lee","John Saxon","Jim Kelly","Ahna Capri",0.744,0.77
"Uwolnienie",7.7,6.47,"Adventure",7.04886969535698,7.37,6426,95643,"John Boorman","Jon Voight","Burt Reynolds","Ned Beatty","Ronny Cox",0.647,0.77
"Garść Dynamitu",7.7,6.74,"Western",7.21801883569587,8.7,7659,28612,"Sergio Leone","Rod Steiger","James Coburn","Romolo Valli","Maria Monti",0.674,0.77
"Francuski Łącznik",7.7,6.75,"Action",7.34013581135749,7.66,13728,105837,"William Friedkin","Gene Hackman","Roy Scheider","Fernando Rey","Tony Lo Bianco",0.675,0.77
"Brudny Harry",7.7,7.51,"Action",7.27661120374371,7.73,78095,139010,"Don Siegel","Clint Eastwood","Andrew Robinson","Harry Guardino","Reni Santoni",0.751,0.77
"Tylko Dla Orłów",7.7,7.24,"War",8.19593572198871,7.77,26952,50079,"Brian G. Hutton","Richard Burton","Clint Eastwood","Mary Ure","Patrick Wymark",0.724,0.77
"Piękność Dnia",7.7,6.85,"Drama",7.33230734744221,8.1,11226,38461,"Luis Buñuel","Catherine Deneuve","Jean Sorel","Michel Piccoli","Geneviève Page",0.685,0.77
"Oto Jest Głowa Zdrajcy",7.7,6.46,"Biography",7.09869606351846,7.96,4061,30093,"Fred Zinnemann","Paul Scofield","Wendy Hiller","Robert Shaw","Leo McKern",0.646,0.77
"Wstręt",7.7,7.23,"Drama",7.20794064789572,8.3,26259,47025,"Roman Polanski","Catherine Deneuve","Ian Hendry","John Fraser","Yvonne Furneaux",0.723,0.77
"Goldfinger",7.7,7.17,"Action",7.13861594112413,7.47,49656,167232,"Guy Hamilton","Sean Connery","Gert Fröbe","Honor Blackman","Shirley Eaton",0.717,0.77
"Ptaki",7.7,7.35,"Drama",7.00515148666666,8.48,88531,164984,"Alfred Hitchcock","Rod Taylor","Tippi Hedren","Jessica Tandy","Suzanne Pleshette",0.735,0.77
"Przylądek Strachu",7.7,6.46,"Drama",7.68450634181746,7,4471,25282,"J. Lee Thompson","Gregory Peck","Robert Mitchum","Polly Bergen","Lori Martin",0.646,0.77
"Śniadanie U Tiffany'ego",7.7,7.69,"Comedy",7.25609391140157,7.47,148055,161026,"Blake Edwards","Audrey Hepburn","George Peppard","Patricia Neal","Buddy Ebsen",0.769,0.77
"Siedmiu Wspaniałych",7.7,7.36,"Western",7.7522441270701,7.63,40200,84923,"John Sturges","Yul Brynner","Steve McQueen","Charles Bronson","Eli Wallach",0.736,0.77
"Inwazja Łowców Ciał",7.7,6.21,"Drama",6.78664021164021,7.73,4299,43341,"Don Siegel","Kevin McCarthy","Dana Wynter","Larry Gates","King Donovan",0.621,0.77
"Buntownik Bez Powodu",7.7,7.15,"Drama",7.2241381054561,7.3,32905,80574,"Nicholas Ray","James Dean","Natalie Wood","Sal Mineo","Jim Backus",0.715,0.77
"Sabrina",7.7,7.09,"Comedy",7.68048587577127,8.13,21389,56877,"Billy Wilder","Humphrey Bogart","Audrey Hepburn","William Holden","Walter Hampden",0.709,0.77
"Dzień, W Którym Zatrzymała Się Ziemia",7.7,6.23,"Drama",6.87061167909033,7.54,2954,74847,"Robert Wise","Michael Rennie","Patricia Neal","Hugh Marlowe","Sam Jaffe",0.623,0.77
"Afrykańska Królowa",7.7,6.36,"Adventure",7.40408727904356,7.01,4340,69469,"John Huston","Humphrey Bogart","Katharine Hepburn","Robert Morley","Peter Bull",0.636,0.77
"39 Kroków",7.7,6.37,"Thriller",7.14736578023081,8.48,4008,49680,"Alfred Hitchcock","Robert Donat","Madeleine Carroll","Lucie Mannheim","Godfrey Tearle",0.637,0.77
"Niewidzialny Człowiek",7.7,6.3,"Horror",7.13958850151223,7.55,3270,28794,"James Whale","Claude Rains","Gloria Stuart","William Harrigan","Henry Travers",0.63,0.77
"Kłamstewko",7.6,6.58,"Comedy",7.00997679814385,7.46,11211,40304,"Lulu Wang","Shuzhen Zhao","Awkwafina","X Mayo","Hong Lu",0.658,0.76
"Lighthouse",7.6,7.22,"Drama",7.69028377352945,8.47,31807,106773,"Robert Eggers","Robert Pattinson","Willem Dafoe","Valeriia Karaman","Logan Hawkes",0.722,0.76
"Searching",7.6,6.64,"Drama",7.0581031849976,7.14,24547,125965,"Aneesh Chaganty","John Cho","Debra Messing","Joseph Lee","Michelle La",0.664,0.76
"Zimna Wojna",7.6,7.56,"Drama",7.60518779963849,8.09,107975,44229,"Pawel Pawlikowski","Joanna Kulig","Tomasz Kot","Borys Szyc","Agata Kulesza",0.756,0.76
"Obdarowani",7.6,7.6,"Drama",7.83156217105187,6.86,78920,93538,"Marc Webb","Chris Evans","Mckenna Grace","Lindsay Duncan","Octavia Spencer",0.76,0.76
"Victoria",7.6,6.68,"Crime",6.88704335394852,7.65,13077,49549,"Sebastian Schipper","Laia Costa","Frederick Lau","Franz Rogowski","Burak Yigit",0.668,0.76
"Strażnicy Galaktyki Vol. 2",7.6,7.5,"Action",7.79145739154638,7,150532,541223,"James Gunn","Chris Pratt","Zoe Saldana","Dave Bautista","Vin Diesel",0.75,0.76
"Baby Driver",7.6,7.04,"Action",7.54161486652953,8.18,166556,412762,"Edgar Wright","Ansel Elgort","Jon Bernthal","Jon Hamm","Eiza González",0.704,0.76
"Tylko Dla Odważnych",7.6,6.89,"Action",7.85734229611031,7.22,14548,53480,"Joseph Kosinski","Josh Brolin","Miles Teller","Jeff Bridges","Jennifer Connelly",0.689,0.76
"Most Szpiegów",7.6,7.11,"Drama",7.77447001967689,8.11,120667,277642,"Steven Spielberg","Tom Hanks","Mark Rylance","Alan Alda","Amy Ryan",0.711,0.76
"Iniemamocni 2",7.6,7.3,"Animation",7.1868653747206,7.99,64807,234497,"Brad Bird","Craig T. Nelson","Holly Hunter","Sarah Vowell","Huck Milner",0.73,0.76
"Vaiana: Skarb Oceanu",7.6,7.36,"Animation",7.11575782069772,7.71,98444,254046,"Ron Clements","Auli'i Cravalho","Dwayne Johnson","Rachel House","Temuera Morrison",0.736,0.76
"Sicario",7.6,7.11,"Action",7.889226446833,8.39,120584,355095,"Denis Villeneuve","Emily Blunt","Josh Brolin","Benicio Del Toro","Jon Bernthal",0.711,0.76
"Creed: Narodziny Legendy",7.6,7.18,"Drama",7.34787680797988,7.21,95234,239357,"Ryan Coogler","Michael B. Jordan","Sylvester Stallone","Tessa Thompson","Phylicia Rashad",0.718,0.76
"Aż Do Piekła",7.6,6.89,"Action",7.43502440069801,7.3,41290,194522,"David Mackenzie","Chris Pine","Ben Foster","Jeff Bridges","Gil Birmingham",0.689,0.76
"Tajemnica Filomeny",7.6,7.16,"Biography",7.18560788915847,7.75,47511,91947,"Stephen Frears","Judi Dench","Steve Coogan","Sophie Kennedy Clark","Mare Winningham",0.716,0.76
"Ewolucja Planety Małp",7.6,6.89,"Sci-Fi",7.67772304306371,7.57,82933,403959,"Matt Reeves","Gary Oldman","Keri Russell","Andy Serkis","Kodi Smit-McPhee",0.689,0.76
"Trup",7.6,7,"Thriller",6.97405517305252,7.64,24590,52844,"Oriol Paulo","Jose Coronado","Hugo Silva","Belén Rueda","Aura Garrido",0.7,0.76
"Bogowie Ulicy",7.6,7.58,"Action",7.59919117659985,6.43,133222,222173,"David Ayer","Jake Gyllenhaal","Michael Peña","Anna Kendrick","America Ferrera",0.758,0.76
"Tajemniczy Świat Arrietty",7.6,6.85,"Animation",6.98688300245236,7.72,11441,75628,"Hiromasa Yonebayashi","Bridgit Mendler","Amy Poehler","Will Arnett","Tom Holland",0.685,0.76
"127 Godzin",7.6,7.02,"Biography",7.37560246663378,7.86,123677,339253,"Danny Boyle","James Franco","Amber Tamblyn","Kate Mara","Sean Bott",0.702,0.76
"Prawdziwe Męstwo",7.6,6.3,"Drama",7.80046612459737,7.78,3694,300726,"Ethan Coen","Jeff Bridges","Matt Damon","Hailee Steinfeld","Josh Brolin",0.63,0.76
"W Lepszym Świecie",7.6,6.88,"Drama",7.10831258927115,6.96,14352,37690,"Susanne Bier","Mikael Persbrandt","Trine Dyrholm","Markus Rygaard","Wil Johnson",0.688,0.76
"Geneza Planety Małp",7.6,6.91,"Sci-Fi",7.5185749473689,7.09,105432,487689,"Rupert Wyatt","James Franco","Andy Serkis","Freida Pinto","Karin Konoval",0.691,0.76
"Pół Na Pół",7.6,7.21,"Comedy",7.39450426653091,6.46,62733,310044,"Jonathan Levine","Joseph Gordon-Levitt","Seth Rogen","Anna Kendrick","Bryce Dallas Howard",0.721,0.76
"Kick-Ass",7.6,6.55,"Action",7.49889391477817,8.03,110822,514761,"Matthew Vaughn","Aaron Taylor-Johnson","Nicolas Cage","Chloë Grace Moretz","Garrett M. Brown",0.655,0.76
"Moneyball",7.6,7.14,"Biography",8.02367223049624,7.39,71964,348451,"Bennett Miller","Brad Pitt","Robin Wright","Jonah Hill","Philip Seymour Hoffman",0.714,0.76
"Skóra, W Której Żyję",7.6,7.19,"Drama",7.19534695646955,8.15,110794,133000,"Pedro Almodóvar","Antonio Banderas","Elena Anaya","Jan Cornet","Marisa Paredes",0.719,0.76
"Zombieland",7.6,6.74,"Adventure",7.71487106872905,6.42,128508,505631,"Ruben Fleischer","Jesse Eisenberg","Emma Stone","Woody Harrelson","Abigail Breslin",0.674,0.76
"Chłopiec A",7.6,6.78,"Drama",7.24751823385832,7.23,10922,36289,"John Crowley","Andrew Garfield","Peter Mullan","Shaun Evans","Siobhan Finneran",0.678,0.76
"Fala",7.6,7.06,"Drama",7.09186054175253,6.76,32255,99721,"Dennis Gansel","Jürgen Vogel","Frederick Lau","Max Riemelt","Jennifer Ulrich",0.706,0.76
"Sherlock Holmes",7.6,7.7,"Adventure",8.13663230145069,8.13,432626,569999,"Guy Ritchie","Robert Downey Jr.","Jude Law","Rachel McAdams","Mark Strong",0.77,0.76
"The Hurt Locker: W Pułapce Wojny",7.6,7.18,"War",7.36957810404451,7.39,98403,410599,"Kathryn Bigelow","Jeremy Renner","Anthony Mackie","Brian Geraghty","Guy Pearce",0.718,0.76
"Supersamiec",7.6,6.34,"Comedy",7.31710132791112,6.75,52606,506841,"Greg Mottola","Michael Cera","Jonah Hill","Christopher Mintz-Plasse","Bill Hader",0.634,0.76
"Siedem Dusz",7.6,7.96,"Drama",7.73276718711814,7.3,471441,280303,"Gabriele Muccino","Will Smith","Rosario Dawson","Woody Harrelson","Michael Ealy",0.796,0.76
"Wschodnie Obietnice",7.6,6.86,"Action",7.51537711312412,7.84,25225,222083,"David Cronenberg","Naomi Watts","Viggo Mortensen","Armin Mueller-Stahl","Josef Altin",0.686,0.76
"Gwiezdny Pył",7.6,7.21,"Adventure",7.90778500043734,8.03,142322,247704,"Matthew Vaughn","Charlie Cox","Claire Danes","Sienna Miller","Ian McKellen",0.721,0.76
"Sekret Księgi Z Kells",7.6,7.05,"Animation",7.59407525748666,8.42,12246,30034,"Tomm Moore","Evan McGuire","Brendan Gleeson","Mick Lally","Christen Mooney",0.705,0.76
"Plan Doskonały",7.6,7.59,"Crime",7.84216385682439,7.69,138763,327105,"Spike Lee","Denzel Washington","Clive Owen","Jodie Foster","Christopher Plummer",0.759,0.76
"Gdzie Jesteś, Amando?",7.6,6.9,"Crime",7.87896438446918,7.4,30593,243473,"Ben Affleck","Morgan Freeman","Ed Harris","Casey Affleck","Michelle Monaghan",0.69,0.76
"Pani Zemsta",7.6,6.69,"Crime",7.39354357156186,8.36,11228,69287,"Chan-wook Park","Yeong-ae Lee","Min-sik Choi","Shi-hoo Kim","Yea-young Kwon",0.669,0.76
"Niczego Nie Żałuję: Edith Piaf",7.6,7.2,"Biography",7.19998577556949,6.81,39911,80716,"Olivier Dahan","Marion Cotillard","Sylvie Testud","Pascal Greggory","Emmanuelle Seigner",0.72,0.76
"Nieustraszony",7.6,7.08,"Action",7.71793091477174,6.72,20732,71642,"Ronny Yu","Jet Li","Li Sun","Yong Dong","Yun Qu",0.708,0.76
"Iluzjonista",7.6,6.69,"Drama",7.68974438410401,7.22,8508,348324,"Neil Burger","Edward Norton","Jessica Biel","Paul Giamatti","Rufus Sewell",0.669,0.76
"Volver",7.6,7.33,"Comedy",7.13023226430895,8.15,77375,92289,"Pedro Almodóvar","Penélope Cruz","Carmen Maura","Lola Dueñas","Blanca Portillo",0.733,0.76
"Dziękujemy Za Palenie",7.6,6.64,"Comedy",7.06222943812805,7.21,17919,210335,"Jason Reitman","Aaron Eckhart","Cameron Bright","Maria Bello","Joan Lunden",0.664,0.76
"Harry Potter I Książę Półkrwi",7.6,7.45,"Adventure",7.65521053690909,7.07,293677,451422,"David Yates","Daniel Radcliffe","Emma Watson","Rupert Grint","Michael Gambon",0.745,0.76
"300",7.6,7.46,"Action",7.66333429858832,6.9,383901,717764,"Zack Snyder","Gerard Butler","Lena Headey","David Wenham","Dominic West",0.746,0.76
"Wszystko Gra",7.6,7.27,"Drama",7.58795061971064,7.49,95635,201011,"Woody Allen","Scarlett Johansson","Jonathan Rhys Meyers","Emily Mortimer","Matthew Goode",0.727,0.76
